Project	Event	Data_Source	Site_Name	Site_Name_Clean	Site_ID	Dataset_ID	Latitude	Longitude	Elevation	Continent	Basin_Type	Basin_Source	Basin_Comment	Basin_Area	Data_Type	Number_Pollen_Samples	AgeModel_Source	Number_Datings
LegacyPollen_1.0	TREPPEL	Neotoma	Grosser Treppelsee	Grosser Treppelsee	13332	19901	52.14453	14.45286	52	Europe	Lake	GIS	l, GE, L2,	590527.4647	Raw	106	AWI	7
LegacyPollen_1.0	STYG	Neotoma	Styggtjärnen	Styggtjarnen	13335	19906	62.32429	13.55787	715	Europe	Lake	GIS	l, GE, L2,	20954.0975	Raw	78	AWI	6
LegacyPollen_1.0	KLOT_neotoma	Neotoma	Klotjärnen	Klotjarnen	13336	19909	61.82125	16.40472	235	Europe	Lake	GIS	l, GE, L2,	7971.057928	Raw	111	AWI	6
LegacyPollen_1.0	ABBO	Neotoma	Abborrtjärnen	Abborrtjarnen	13338	19913	63.88333	14.45	387	Europe	Lake	GIS	Chenhzi: publication. Lake shapes: l check in gis. It is definitely a lake.	21355.04	Raw	107	AWI	6
LegacyPollen_1.0	LONESTAR	Neotoma	Lone Star Lake	Lone Star Lake	13348	19931	45.932	-92.365	284	Eastern North America	Lake	GIS	l, GE, L2,	67307.98647	Raw	30	AWI	11
LegacyPollen_1.0	LILY04	Neotoma	Lily Lake	Lily Lake	13349	19933	45.901	-92.273	297	Eastern North America	Lake	GIS	l, GE, L2,	49438.94136	Raw	35	AWI	13
LegacyPollen_1.0	SPIC06A1	Neotoma	Spicer Lake	Spicer Lake	13350	19937	41.75738	-86.5221	242	Eastern North America	Lake	GIS	l, GE, L2,	15061.21895	Raw	145	AWI	12
LegacyPollen_1.0	MARYLKON	Neotoma	Mary Lake	Mary Lake	13362	19967	44.73566	-81.0026	236	Eastern North America	Lake	GIS	l, LW, L1,	138466.0169	Raw	112	AWI	6
LegacyPollen_1.0	CY	Neotoma	Cooley Lake	Cooley Lake	13375	19993	49.49136	-117.645	1515	Western North America	Lake	GIS	l, GE, L2,	43867.27391	Raw	76	AWI	6
LegacyPollen_1.0	GERRY	Neotoma	Gerry Lake	Gerry Lake	13376	19995	53.64545	-121.505	893	Western North America	Lake	GIS	l, GE, L2,	54094.02711	Raw	69	Neotoma_Gavin et al, 2009	10
LegacyPollen_1.0	WENT	Neotoma	Wentworth Lake	Wentworth Lake	459	19997	48.00985	-124.531	58	Western North America	Lake	GIS	l, GE, L2,	195482.3298	Raw	53	AWI	6
LegacyPollen_1.0	CROCKER-CL	Neotoma	Crocker Lake	Crocker Lake	13377	20001	47.93666	-122.881	54	Western North America	Lake	GIS	l, GE, L1,	248501.6894	Raw	49	AWI	5
LegacyPollen_1.0	DONVOLD	Neotoma	Donvold	Donvold	13381	20012	68.13333	13.58333	10	Europe	Peat	FIXED_100	NA	NA	Raw	48	AWI	6
LegacyPollen_1.0	CS2_neotoma	Neotoma	Cedar Swamp	Cedar Swamp	13382	20014	47.90543	-122.875	60	Western North America	Peat	FIXED_100	NA	NA	Raw	37	AWI	6
LegacyPollen_1.0	FLAFATTJ	Neotoma	Lake Flåfattjønna	Lake Flafattjonna	13383	20018	62.33146	10.39825	1115	Europe	Lake	GIS	l, GE, L2,	59084.22743	Raw	148	Neotoma_Age cal BP	10
LegacyPollen_1.0	IFJORD	Neotoma	Lake Ifjord	Lake Ifjord	13384	20020	70.43333	27.63333	317	Europe	Lake	NA	can't find a basin that meets neotoma comment	NA	Raw	93	AWI	4
LegacyPollen_1.0	AVRIG1	Neotoma	Avrig	Avrig	13385	20022	45.71667	24.38333	400	Europe	Peat	FIXED_100	NA	NA	Raw	151	AWI	11
LegacyPollen_1.0	AVRIG2	Neotoma	Avrig	Avrig	13385	20024	45.71667	24.38333	400	Europe	Peat	FIXED_100	NA	NA	Raw	113	AWI	5
LegacyPollen_1.0	AELBI	Neotoma	Älbi Flue	Albi Flue	13386	20027	46.59861	7.976389	1850	Europe	Peat	FIXED_100	NA	NA	Raw	108	Neotoma_Cal yr BP	22
LegacyPollen_1.0	HOPSEIDT	Neotoma	Lake Hopseidet	Lake Hopseidet	13387	20029	70.83333	27.71667	225	Europe	Lake	Google Earth	19 lakes in 1 km radius averaged	14509.62038	Raw	53	AWI	4
LegacyPollen_1.0	DALMUT	Neotoma	Dalmutladdo	Dalmutladdo	13388	20034	69.16667	20.71667	355	Europe	Lake	Google Earth	8 lakes in 0.5 km radius averaged	2578.855014	Raw	72	AWI	11
LegacyPollen_1.0	TRETTE	Neotoma	Trettetjørn	Trettetjorn	13390	20042	60.71667	7	810	Europe	Lake	Google Earth	Chenhzi: publication. Lake shapes: ? check in gis. It is definitely a lake. There is a lake called “Trettetjørn” in 59.724905, 8.110053 but thats 130 km away	132773.3273	Raw	53	AWI	9
LegacyPollen_1.0	BRURSKAR	Neotoma	Brurskardtjørni	Brurskardtjorni	13391	20046	61.41667	8.666667	1309	Europe	Lake	NA	can't find a basin	NA	Raw	61	AWI	6
LegacyPollen_1.0	OYKJA	Neotoma	Vestre Øykjamyrtjørn	Vestre Oykjamyrtjorn	13392	20050	59.81667	6	570	Europe	Lake	NA	Chenhzi: publication. Lake shapes: ? check in gis. It is definitely a lake.	NA	Raw	99	AWI	11
LegacyPollen_1.0	MD992292	Neotoma	Trondheimsfjord	Trondheimsfjord	13395	20058	63.47717	10.19417	0	Europe	Marine	NA	NA	NA	Raw	32	AWI	11
LegacyPollen_1.0	SANDVIK	Neotoma	Sandvikvatn	Sandvikvatn	13396	20060	59.28386	5.49362	128	Europe	Lake	GIS	l, GE, L2,	64591.42979	Raw	45	AWI	13
LegacyPollen_1.0	LEERDAM1	Neotoma	Leerdam	Leerdam	13398	20065	51.88806	5.075556	-1	Europe	Peat	FIXED_100	NA	NA	Raw	20	AWI	2
LegacyPollen_1.0	LEERDAM3	Neotoma	Leerdam	Leerdam	13398	20068	51.88806	5.075556	-1	Europe	Peat	FIXED_100	NA	NA	Raw	18	AWI	2
LegacyPollen_1.0	UDDELMR	Neotoma	Uddelermeer	Uddelermeer	13428	20128	52.24619	5.76129	26	Europe	Lake	GIS	l, GE, L2,	47770.84036	Raw	100	AWI	4
LegacyPollen_1.0	MEKELMR	Neotoma	Mekelermeer	Mekelermeer	13430	20131	52.77049	6.62753	15	Europe	Lake	GIS	l, GE, L2,	47626.73043	Raw	245	AWI	4
LegacyPollen_1.0	KRUMPA	Neotoma	Krumpa	Krumpa	13441	20156	51.3	11.85	622	Europe	Lake	NA	can't find a basin	NA	Raw	43	AWI	17
LegacyPollen_1.0	NOTSEL	Neotoma	Notsel	Notsel	13444	20160	51.55417	4.769444	5	Europe	Peat	FIXED_100	NA	NA	Raw	62	AWI	7
LegacyPollen_1.0	MARIAH	Neotoma	Mariahout	Mariahout	13445	20163	51.52333	5.545	14	Europe	Peat	FIXED_100	NA	NA	Raw	27	AWI	2
LegacyPollen_1.0	BOSHEI1	Neotoma	Bosscherheide	Bosscherheide	13446	20165	51.57861	6.094722	18	Europe	Peat	FIXED_100	NA	NA	Raw	38	AWI	4
LegacyPollen_1.0	BOSHEI3	Neotoma	Bosscherheide	Bosscherheide	13446	20167	51.57861	6.094722	18	Europe	Peat	FIXED_100	NA	NA	Raw	12	AWI	3
LegacyPollen_1.0	LUXRODEN	Neotoma	Rodenbourg Bretzboesh	Rodenbourg Bretzboesh	13449	20171	49.69167	6.27	285	Europe	Peat	FIXED_100	NA	NA	Raw	40	AWI	3
LegacyPollen_1.0	VRBKA	Neotoma	Vrbka	Vrbka	13450	20175	50.38667	14.13056	180	Europe	Peat	FIXED_100	NA	NA	Raw	50	AWI	2
LegacyPollen_1.0	ZAHAJI	Neotoma	Zahájí	Zahaji	13451	20180	50.37944	14.11556	232	Europe	Peat	FIXED_100	NA	NA	Raw	97	AWI	6
LegacyPollen_1.0	TISICE	Neotoma	Tišice	Tisice	13452	20183	50.27	14.54	160	Europe	Lake	GIS	l, LW, L1,	183742.9851	Raw	42	AWI	4
LegacyPollen_1.0	LAHI	Neotoma	Lake Hill	Lake Hill	13454	20188	57.17824	-170.248	37	Asia	Lake	GIS	l, GE, L2,	32986.12203	Raw	81	AWI	7
LegacyPollen_1.0	KETTLE	Neotoma	Kettle Lake	Kettle Lake	13455	20194	48.60712	-103.624	605	Eastern North America	Lake	GIS	l, GE, L2,	34244.3456	Raw	551	Neotoma_Grimm 2011	45
LegacyPollen_1.0	RYNHOLEC	Neotoma	Rynholec	Rynholec	13468	20223	50.12944	13.92972	478	Europe	Peat	FIXED_100	NA	NA	Raw	60	AWI	4
LegacyPollen_1.0	CAPPESJA	Neotoma	Liten Cap’pesjav’ri	Liten Cap'pesjav'ri	13476	20279	71.07449	25.36871	41	Europe	Lake	Google Earth	Chenhzi: publication. Lake shapes: ? check in gis. ?áhppesjávri is right next to it. The smaller one on the left?check in gis. It is definitely a lake.	30400.73043	Raw	67	AWI	21
LegacyPollen_1.0	DRAGONFL	Neotoma	Dragonfly Lake	Dragonfly Lake	13477	20281	60.81259	-135.341	760	Western North America	Lake	GIS	l, GE, L2,	21443.25881	Raw	48	AWI	9
LegacyPollen_1.0	GUNNARS	Neotoma	Over Gunnarsfjorden	Over Gunnarsfjorden	13478	20285	71.03806	28.16907	78	Europe	Lake	GIS	Chenhzi: publication. Lake shapes: l check in gis. It is definitely a lake.	16414.88	Raw	109	AWI	23
LegacyPollen_1.0	HAIRCUT	Neotoma	Haircut Lake	Haircut Lake	13479	20287	60.51608	-133.209	1000	Western North America	Lake	GIS	l, GE, L1, shape not very clear	95395.05193	Raw	26	AWI	6
LegacyPollen_1.0	MARCELLA	Neotoma	Marcella Lake	Marcella Lake	13480	20289	60.0735	-133.806	697	Western North America	Lake	GIS	l, GE, L2,	20907.84223	Raw	39	AWI	6
LegacyPollen_1.0	KOBBKROK	Neotoma	Over Kobbkrokvatnet	Over Kobbkrokvatnet	13481	20293	70.69954	29.29516	51	Europe	Lake	GIS	Chenhzi: publication. Lake shapes: l check in gis. It is definitely a lake.	272073.3	Raw	62	AWI	20
LegacyPollen_1.0	SALMO	Neotoma	Salmo Lake	Salmo Lake	13482	20295	60.44554	-133.562	866	Western North America	Lake	GIS	l, GE, L2,	91536.35638	Raw	36	AWI	6
LegacyPollen_1.0	DRUIM	Neotoma	Lochan An Druim	Lochan An Druim	13483	20298	58.47145	-4.68544	25	Europe	Lake	Google Earth	Chenhzi: publication. Lake shapes: ? check in gis. Approx. 30 km away there is Lochan Druim an Duin in google Earth.	1560.335329	Raw	63	AWI	8
LegacyPollen_1.0	HUNTERS	Neotoma	Hunters Lake	Hunters Lake	13486	20304	37.61104	-106.844	3516	Western North America	Lake	GIS	l, GE, L2,	42089.19602	Raw	39	AWI	10
LegacyPollen_1.0	DAILEY	Neotoma	Dailey Lake	Dailey Lake	13487	20306	45.26248	-110.816	1598	Western North America	Lake	Google Earth	l, GE, L2,	850819.4953	Raw	86	AWI	16
LegacyPollen_1.0	BLACKTA	Neotoma	Blacktail Pond	Blacktail Pond	273	20308	44.95611	-110.601	2012	Western North America	Lake	GIS	l, GE, L2, Shape has DatasetID 279	27354.3	Raw	78	AWI	9
LegacyPollen_1.0	ELKGR-89	Neotoma	Elk Lake	Elk Lake	9987	20311	45.8668	-95.8039	366	Eastern North America	Lake	GIS	l, GE, L2, modified LW shape	799733.4818	Raw	29	AWI	5
LegacyPollen_1.0	FISHLKCA	Neotoma	Fish Lake	Fish Lake	13488	20316	41.26396	-123.683	541	Western North America	Lake	GIS	l, GE, L2,	98792.59432	Raw	35	AWI	33
LegacyPollen_1.0	SWANSONF	Neotoma	Swanson Fen	Swanson Fen	13516	20372	60.78728	-150.831	100	Western North America	Peat	FIXED_100	NA	NA	Raw	63	AWI	9
LegacyPollen_1.0	SRHODY	Neotoma	South Rhody peatland	South Rhody peatland	13528	20397	46.5658	-86.0752	285	Eastern North America	Peat	FIXED_100	NA	NA	Raw	98	AWI	10
LegacyPollen_1.0	OGAROM	Neotoma	Ogaromtoc Lake	Ogaromtoc Lake	13575	20495	41.48611	-123.541	596	Western North America	Lake	GIS	l, GE, L2,	7628.746546	Raw	33	AWI	31
LegacyPollen_1.0	MINDEN	Neotoma	Minden Bog	Minden Bog	13582	20512	43.60373	-82.8639	239	Eastern North America	Peat	FIXED_100	NA	NA	Raw	101	AWI	11
LegacyPollen_1.0	GRINNELL	Neotoma	Lake Grinnell	Lake Grinnell	13583	20515	41.09819	-74.6396	170	Eastern North America	Lake	GIS	l, GE, L2,	185032.3429	Raw	86	AWI	8
LegacyPollen_1.0	NEWARKVP	Neotoma	Newark Valley Pond	Newark Valley Pond	13920	21415	39.67283	-115.774	1750	Western North America	Lake	GIS	l, GE, L2,	12857.31279	Raw	23	AWI	7
LegacyPollen_1.0	KINGMEAD	Neotoma	Kingston Meadow	Kingston Meadow	13922	21418	39.25318	-117.166	2400	Western North America	Meadow	NA	Chenhzi: publication. Lake shapes: ? special type: meadow?	NA	Raw	27	AWI	9
LegacyPollen_1.0	UPSQUAW	Neotoma	Upper Squaw Lake	Upper Squaw Lake	13923	21422	42.03209	-123.015	930	Western North America	Lake	GIS	Chenhzi: publication. Lake shapes: l check in gis or take average of few lakes closeby. Coordinate is in lower Squaw lake? Label on google Earth.	229395	Raw	47	Neotoma_Colombaroli & Gavin 2010	7
LegacyPollen_1.0	CARIMAGUA	Neotoma	Laguna Carimagua	Laguna Carimagua	13962	21533	4.57852	-71.3304	180	South America	Lake	Google Earth	NA	1519012.614	Raw	41	AWI	5
LegacyPollen_1.0	CABOSQUE	Neotoma	Laguna Carimagua-Bosque	Laguna Carimagua-Bosque	13963	21535	4.5865	-71.3271	180	South America	Lake	Google Earth	NA	79455.38728	Raw	27	Neotoma_DANS 1	4
LegacyPollen_1.0	CHALALAN	Neotoma	Lake Chalalán	Lake Chalalan	13964	21537	-14.4279	-67.9206	330	South America	Lake	Google Earth	NA	366693.0306	Raw	30	AWI	9
LegacyPollen_1.0	ANGEL_neotoma	Neotoma	Laguna Angel	Laguna Angel	13966	21541	4.44937	-70.5389	200	South America	Lake	Google Earth	NA	60212.59908	Raw	27	AWI	7
LegacyPollen_1.0	EL_PINAL	Neotoma	Laguna El Piñal	Laguna El Pinal	13967	21543	4.659645	-71.4551	180	South America	Lake	Google Earth	NA	449163.6566	Raw	36	AWI	6
LegacyPollen_1.0	SARDINAS	Neotoma	Laguna Sardinas	Laguna Sardinas	13968	21545	4.97036	-69.5212	80	South America	Lake	Google Earth	NA	182208.5102	Raw	46	AWI	7
LegacyPollen_1.0	MOZAMBIQ	Neotoma	Laguna Mozambique	Laguna Mozambique	13969	21549	3.956185	-73.0525	175	South America	Lake	Google Earth	NA	1785618.551	Raw	51	AWI	4
LegacyPollen_1.0	CHENEVO	Neotoma	Laguna Chenevo	Laguna Chenevo	13970	21551	4.59408	-71.4408	150	South America	Lake	Google Earth	NA	74581.78933	Raw	37	AWI	5
LegacyPollen_1.0	LOMALIND	Neotoma	Laguna Loma Linda	Laguna Loma Linda	13971	21553	3.302435	-73.362	233	South America	Lake	Google Earth	NA	772286.754	Raw	67	AWI	8
LegacyPollen_1.0	MARGARIT	Neotoma	Laguna Las Margaritas	Laguna Las Margaritas	13972	21557	3.36776	-73.4158	240	South America	Lake	NA	NA	NA	Raw	190	AWI	40
LegacyPollen_1.0	STOLL	Neotoma	Stoll Lake	Stoll Lake	13975	21577	44.97385	-77.2893	303	Eastern North America	Lake	GIS	l, LW, L2,	471305.2518	Raw	48	Neotoma_Keizer et al. 2015	14
LegacyPollen_1.0	SANTROSA	Neotoma	Lake Santa Rosa	Lake Santa Rosa	13976	21580	-14.4809	-67.8732	350	South America	Lake	Google Earth	NA	2512014.849	Raw	26	AWI	6
LegacyPollen_1.0	TAWNY	Neotoma	Tawny Pond	Tawny Pond	13980	21600	44.81639	-77.1825	276	Eastern North America	Lake	GIS	l, GE, L2,	19012.91123	Raw	169	AWI	17
LegacyPollen_1.0	REFUGIO1	Neotoma	Lake Refugio 1	Lake Refugio 1	13981	21603	-13.0917	-71.7081	3401	South America	Lake	Google Earth	NA	12121.84181	Raw	31	AWI	7
LegacyPollen_1.0	REFUGIO2	Neotoma	Lake Refugio 2	Lake Refugio 2	13982	21606	-13.0948	-71.7052	3406	South America	Lake	Google Earth	NA	4395.604533	Raw	18	AWI	4
LegacyPollen_1.0	LOSBOBOS	Neotoma	Laguna de los Bobos	Laguna de los Bobos	13989	21651	6.222105	-72.7666	3815	South America	Lake	Google Earth	NA	2869.937039	Raw	22	AWI	5
LegacyPollen_1.0	PIUSBI	Neotoma	Laguna Piusbi [Laguna El Trueno]	Laguna Piusbi [Laguna El Trueno]	13993	21665	1.883925	-77.9298	100	South America	Lake	Google Earth	NA	3755274.957	Raw	57	AWI	12
LegacyPollen_1.0	TETA2	Neotoma	La Teta-2	La Teta-2	13997	21675	3.0833	-76.5333	1020	South America	Peat	FIXED_100	NA	NA	Raw	38	AWI	7
LegacyPollen_1.0	TIMBIO	Neotoma	Rio Timbio	Rio Timbio	14000	21700	2.36575	-76.7094	1750	South America	Peat	FIXED_100	NA	NA	Raw	71	AWI	5
LegacyPollen_1.0	PVARGAS1	Neotoma	Pantano de Vargas 1	Pantano de Vargas 1	14001	21702	5.77789	-73.0672	2488	South America	Peat	FIXED_100	NA	NA	Raw	118	AWI	7
LegacyPollen_1.0	LACOCHA3	Neotoma	Laguna De La Cocha	Laguna De La Cocha	14003	21706	1.079226	-77.1516	2780	South America	Lake	Google Earth	NA	40785045.51	Raw	115	AWI	5
LegacyPollen_1.0	FUQUENE2	Neotoma	Laguna de Fúquene	Laguna de Fuquene	14004	21708	5.46061	-73.7466	2540	South America	Lake	Google Earth	NA	20826519.26	Raw	102	AWI	11
LegacyPollen_1.0	BOQUILLAS	Neotoma	Boquillas	Boquillas	14011	21726	9.123611	-74.5625	20	South America	Lake	NA	can't find a basin	NA	Raw	48	AWI	7
LegacyPollen_1.0	HERRERA	Neotoma	Laguna de la Herrera	Laguna de la Herrera	14020	21744	4.698055	-74.2758	2550	South America	Peat	FIXED_100	NA	NA	Raw	46	AWI	5
LegacyPollen_1.0	VISITADOR	Neotoma	Ciénaga del Visitador	Cienaga del Visitador	14028	21762	6.17896	-72.7908	3300	South America	Peat	FIXED_100	NA	NA	Raw	46	AWI	2
LegacyPollen_1.0	CIEGAIII	Neotoma	Laguna Ciega	Laguna Ciega	14029	21766	6.478435	-72.3906	3510	South America	Peat	FIXED_100	NA	NA	Raw	64	AWI	4
LegacyPollen_1.0	HIPPA	Neotoma	Hippa Lake	Hippa Lake	14031	21770	53.53167	-132.973	230	Western North America	Lake	GIS	Chenhzi: publication. Lake shapes: l check in gis. It is definitely a lake.	37586.08	Raw	74	AWI	6
LegacyPollen_1.0	MISTYBC	Neotoma	Misty Lake	Misty Lake	14032	21772	50.60705	-127.263	70	Western North America	Lake	GIS	l, LW, L2,	362117.9563	Raw	65	AWI	6
LegacyPollen_1.0	MCNEILL	Neotoma	Port McNeill Bog	Port McNeill Bog	14033	21774	50.5725	-127.072	93	Western North America	Peat	FIXED_100	NA	NA	Raw	66	AWI	7
LegacyPollen_1.0	ROEBC	Neotoma	Roe Lake	Roe Lake	14039	21788	48.7827	-123.303	100	Western North America	Lake	GIS	l, GE, L2,	37611.19443	Raw	114	AWI	21
LegacyPollen_1.0	HOLT	Neotoma	Holtjärnen	Holtjarnen	14040	21790	60.65189	14.92652	232	Europe	Lake	GIS	l, GE, L2,	8838.943411	Raw	101	AWI	6
LegacyPollen_1.0	HORM12	Neotoma	Horseshoe Lake	Horseshoe Lake	8585	21792	38.7018	-90.095	27	Eastern North America	Lake	GIS	l, LW, L2, Shape has DatasetID 16251	9.62E+09	Raw	54	AWI	9
LegacyPollen_1.0	MONICA1	Neotoma	Pantano de Mónica 1	Pantano de Monica 1	14041	21794	-0.7003	-72.0517	116	South America	Peat	FIXED_100	NA	NA	Raw	17	AWI	5
LegacyPollen_1.0	MONICA2	Neotoma	Pantano de Mónica 2	Pantano de Monica 2	14042	21796	-0.706	-72.0596	112	South America	Peat	FIXED_100	NA	NA	Raw	21	AWI	2
LegacyPollen_1.0	MONICA3	Neotoma	Pantano de Mónica 3	Pantano de Monica 3	14043	21798	-0.70373	-72.0557	160	South America	Alluvial/Fluvial	NA	NA	NA	Raw	19	AWI	3
LegacyPollen_1.0	PETITZ6	Neotoma	Lake Petén-Itzá	Lake Peten-Itza	14046	21807	16.99263	-89.8171	110	Eastern North America	Lake	Google Earth	NA	102675454.9	Raw	445	AWI	28
LegacyPollen_1.0	ANDABOBS	Neotoma	Andabobos	Andabobos	14050	21812	4.09922	-74.2514	3750	South America	Peat	FIXED_100	NA	NA	Raw	74	AWI	2
LegacyPollen_1.0	ALSACIA	Neotoma	Laguna Negra de Alsacia	Laguna Negra de Alsacia	14052	21816	3.966935	-74.0918	3100	South America	Lake	Google Earth	NA	431618.4133	Raw	79	AWI	2
LegacyPollen_1.0	GOBER	Neotoma	Laguna Gobernador	Laguna Gobernador	14053	21818	3.95325	-74.2997	3815	South America	Lake	Google Earth	NA	57405.79765	Raw	86	AWI	2
LegacyPollen_1.0	CAIMITO	Neotoma	Laguna El Caimito	Laguna El Caimito	14057	21828	2.44645	-77.6875	50	South America	Lake	Google Earth	NA	112509.5907	Raw	119	AWI	6
LegacyPollen_1.0	AT01	Neotoma	Lake AT01	Lake AT01	14051	21830	53.27892	-84.2054	115	Eastern North America	Lake	GIS	l, LW, L2,	594231.8604	Raw	48	AWI	9
LegacyPollen_1.0	VL-V	Neotoma	Valle de Lagunillas V	Valle de Lagunillas V	14059	21836	6.375867	-72.3375	3931	South America	Lake	NA	can't find a basin	NA	Raw	65	AWI	10
LegacyPollen_1.0	VL-VIII	Neotoma	Valle de Lagunillas VIII	Valle de Lagunillas VIII	14060	21838	6.387116	-72.3463	3923	South America	Lake	NA	can't find a basin	NA	Raw	16	AWI	2
LegacyPollen_1.0	MCB1997	Neotoma	Mission Cross Bog	Mission Cross Bog	10507	21844	41.7847	-115.484	2424	Western North America	Lake	GIS	l, GE, L2, Shape has DatasetID 16131	48673.66	Raw	34	AWI	8
LegacyPollen_1.0	ODP893A	Neotoma	ODP Hole 893A	ODP Hole 893A	14071	21893	34.27818	-120.061	0	Western North America	Marine	NA	NA	NA	Raw	61	AWI	182
LegacyPollen_1.0	PATIA1	Neotoma	El Patía-1	El Patia-1	14072	21895	2.01125	-77.1151	580	South America	Peat	FIXED_100	NA	NA	Raw	83	AWI	7
LegacyPollen_1.0	PATIA2	Neotoma	El Patía-2	El Patia-2	14075	21903	2.01125	-77.1151	580	South America	Peat	FIXED_100	NA	NA	Raw	53	AWI	6
LegacyPollen_1.0	PIAGUA	Neotoma	Piagua	Piagua	14077	21913	2.43268	-76.7806	1700	South America	Peat	FIXED_100	NA	NA	Raw	121	Neotoma_DANS 1	7
LegacyPollen_1.0	QUIL-1	Neotoma	Quilichao-1	Quilichao-1	14078	21915	3.10116	-76.5223	970	South America	Alluvial/Fluvial	NA	NA	NA	Raw	108	AWI	9
LegacyPollen_1.0	PRIMAV1	Neotoma	Laguna La Primavera	Laguna La Primavera	14079	21917	3.981795	-74.1579	3547	South America	Lake	Google Earth	NA	116048.666	Raw	130	Neotoma_DANS 1	4
LegacyPollen_1.0	PRIMAV2	Neotoma	Laguna La Primavera	Laguna La Primavera	14079	21919	3.981795	-74.1579	3547	South America	Lake	Google Earth	NA	116048.666	Raw	91	AWI	2
LegacyPollen_1.0	POTRER2	Neotoma	Potrerillo-2	Potrerillo-2	14080	21921	2.10018	-77.0541	750	South America	Peat	FIXED_100	NA	NA	Raw	47	AWI	7
LegacyPollen_1.0	PLVERDE1	Neotoma	Páramo de Laguna Verde	Paramo de Laguna Verde	14086	21938	5.216585	-74.0028	3647	South America	Lake	NA	site name and comment mentions it is a bog, not a lake	NA	Raw	45	AWI	6
LegacyPollen_1.0	PAB-III	Neotoma	Páramo de Agua Blanca	Paramo de Agua Blanca	14101	22049	4.99445	-74.1569	3250	South America	Peat	FIXED_100	NA	NA	Raw	24	AWI	3
LegacyPollen_1.0	LAGARTO2	Neotoma	Ría Lagartos-2	Ria Lagartos-2	14149	22087	21.57944	-88.0721	2	Eastern North America	Lake	Google Earth	NA	2648.256574	Raw	64	AWI	4
LegacyPollen_1.0	LLGRANDE	Neotoma	Llano Grande Mire	Llano Grande Mire	14154	22101	6.47451	-76.0926	3460	South America	Peat	FIXED_100	NA	NA	Raw	144	AWI	7
LegacyPollen_1.0	CSB	Neotoma	San Bernardino Cienega	Cienega de San Bernadino	14163	22119	31.32215	-109.256	1118	Western North America	Valley	NA	Chenhzi: site description. Lake shapes: ? special type: valley?	NA	Raw	50	AWI	4
LegacyPollen_1.0	OR-6	Neotoma	Ochlockonee River	Ochlockonee River	14222	22238	29.98773	-84.4471	0	Eastern North America	Alluvial/Fluvial	NA	NA	NA	Raw	4	AWI	2
LegacyPollen_1.0	UDOLI	Neotoma	Anenské údolí	Anenske udoli	14264	22316	50.58861	16.1175	696	Europe	Peat	FIXED_100	NA	NA	Raw	26	AWI	4
LegacyPollen_1.0	TEPLUDOL	Neotoma	Teplické údolí	Teplicke udoli	14266	22322	50.585	16.13167	715	Europe	Peat	FIXED_100	NA	NA	Raw	54	AWI	5
LegacyPollen_1.0	DIDA-C	Neotoma	Didachara	Didachara	14267	22330	41.68389	42.49694	2000	Europe	Peat	FIXED_100	NA	NA	Raw	92	AWI	12
LegacyPollen_1.0	SA21A	Neotoma	Malá niva	Mala niva	14272	22342	48.91376	13.8145	754	Europe	Peat	FIXED_100	NA	NA	Raw	53	AWI	3
LegacyPollen_1.0	SA9B	Neotoma	Hůrecká slať	Hurecka slat	14273	22344	49.15316	13.32655	870	Europe	Peat	FIXED_100	NA	NA	Raw	109	AWI	7
LegacyPollen_1.0	SA19A	Neotoma	Stráženská slať	Strazenska slat	14274	22346	48.89949	13.74209	804	Europe	Peat	FIXED_100	NA	NA	Raw	68	AWI	2
LegacyPollen_1.0	SA16C	Neotoma	Mrtvý luh	Mrtvy luh	14275	22348	48.86844	13.87913	737	Europe	Peat	FIXED_100	NA	NA	Raw	136	AWI	4
LegacyPollen_1.0	SA8A_neotoma	Neotoma	Soumarské rašeliniště	Soumarske raseliniste	14277	22352	48.90352	13.83836	750	Europe	Peat	FIXED_100	NA	NA	Raw	50	AWI	2
LegacyPollen_1.0	KR1A	Neotoma	Černohorské rašeliniště	Cernohorske raseliniste	14282	22358	50.6612	15.75344	1206	Europe	Peat	FIXED_100	NA	NA	Raw	14	AWI	4
LegacyPollen_1.0	POPRADSK_neotoma	Neotoma	Popradské  pleso	Popradske pleso	14286	22367	49.15343	20.07971	1513	Europe	Lake	GIS	l, GE, L2,	69375.79715	Raw	84	AWI	7
LegacyPollen_1.0	STRBSKEA	Neotoma	Štrbské pleso	Strbske pleso	14289	22373	49.12229	20.05843	1345	Europe	Lake	GIS	l, GE, L2, modified LW shape	204575.8013	Raw	39	AWI	5
LegacyPollen_1.0	ROUNDMA	Neotoma	Round Pond	Round Pond	14291	22376	42.17399	-72.7051	260	Eastern North America	Lake	GIS	l, GE, L2,	8432.702789	Raw	53	AWI	2
LegacyPollen_1.0	DOOLITL	Neotoma	Doolittle Ranch Meadow	Doolittle Ranch Meadow	14308	22397	39.67664	-105.604	2975	Western North America	Meadow	NA	Chenhzi: site description. Lake shapes: ? special type: meadow?	NA	Raw	14	AWI	2
LegacyPollen_1.0	ECHOCO	Neotoma	Echo Lake	Echo Lake	14310	22400	39.65822	-105.603	3230	Western North America	Lake	GIS	l, GE, L2,	98293.48895	Raw	67	AWI	4
